"","ID","log_pSat_Pa","MW","NumOfAtoms","NumOfC","NumOfO","NumHBondDonors","NumOfConf","parentspecies","hydroxyl..alkyl.","ketone","carboxylic.acid","carbonylperoxynitrate","hydroperoxide","carbonylperoxyacid"
"14581",17349,-4.54755776778604,310.064844648,35,9,10,1,279,"apin",0,1,0,0,1,0
"14582",17350,-0.622105940104078,278.98625998,24,7,11,0,9,"toluene",0,3,0,1,0,0
"14583",17351,-2.00953630238995,158.021523292,17,6,5,1,11,"toluene",1,1,0,0,0,0
"14584",17352,-9.0186968299291,373.971732112,31,7,16,3,401,"toluene",1,0,1,1,1,0
"14585",17354,1.81485780865783,142.06299418,20,7,3,1,3,"apin",1,1,0,0,0,0
"14586",17355,-9.27262775608058,237.048466312,27,7,8,3,404,"apin",2,0,1,0,0,0
"14587",17356,-7.64169075494833,281.001910044,26,7,11,2,35,"toluene",1,0,0,1,0,1
"14588",17357,-9.28419125892728,265.006995424,25,7,10,2,246,"toluene",0,1,0,0,2,0
"14589",17358,-9.11566687532357,265.07976644,33,9,8,2,750,"decane",1,2,0,0,1,0
"14590",17359,-5.56155076674567,315.966252808,25,5,14,2,433,"toluene",0,0,2,1,0,0
"14591",17360,-3.76865538548648,295.976423568,24,6,12,1,24,"toluene",0,3,0,0,1,0
"14592",17361,-6.47886056260824,262.99134536,23,7,10,2,100,"toluene",1,0,1,1,0,0
"14593",17362,2.38558585138991,200.104858992,30,10,4,1,84,"decane",1,3,0,0,0,0
"14594",17363,-2.42055727712243,248.975695296,20,6,10,1,16,"toluene",0,2,0,0,0,1
"14595",17364,-2.2037452720341,221.0899372,30,8,6,1,69,"apin",0,1,0,0,1,0
"14596",17365,-5.77529004774188,234.001181772,22,7,9,3,43,"toluene",2,3,1,0,0,0
"14597",17366,-7.89957194113377,234.001181772,22,7,9,3,111,"toluene",0,0,1,0,1,1
"14598",17367,-5.68004737285408,295.053945616,33,9,10,2,325,"apin",0,1,0,0,1,1
"14599",17368,-9.03503656227033,208.094688232,30,8,6,3,529,"decane",1,1,0,0,2,0
"14600",17369,-9.0891336074863,283.017560108,28,7,11,3,798,"apin",1,0,1,1,1,0
"14601",17370,-5.93270831870081,252.011746456,25,7,10,4,136,"toluene",3,2,0,0,0,1
"14602",17371,-5.38748884538711,308.085580092,37,10,9,1,225,"decane",1,2,0,0,0,0
"14603",17374,-3.71331136502346,233.0899372,31,9,6,1,45,"apin",0,1,0,0,1,0
"14604",17376,-7.7262521088977,279.095416504,36,10,8,2,456,"decane",1,2,0,0,1,0
"14605",17377,-5.95445169313775,314.02337376,31,7,12,2,185,"apin",0,0,0,1,2,0
"14606",17378,1.97266518618332,118.026608672,14,4,4,1,3,"toluene",1,1,0,0,0,0
"14607",17379,-4.25662900735011,294.9811746,25,7,12,1,123,"toluene",0,1,0,1,1,0
"14608",17382,-7.01091747682002,207.074287136,27,7,6,2,179,"decane",2,1,0,0,0,0
"14609",17383,3.05005595856356,220.980780676,18,5,9,1,16,"toluene",1,0,0,1,0,0
"14610",17385,-8.19182298785536,373.971732112,31,7,16,3,226,"toluene",3,0,0,2,0,0
"14611",17386,-10.4874569885512,281.07468106,34,9,9,3,391,"apin",2,0,0,0,0,1
"14612",17387,-14.5781755640461,254.02739652,27,7,10,5,240,"toluene",2,1,0,0,3,0
"14613",17389,-6.28177482530628,280.054279964,31,8,9,1,362,"decane",1,2,0,0,0,0
"14614",17390,-2.30392502105494,373.971732112,31,7,16,2,194,"toluene",0,1,0,1,1,1
"14615",17391,-5.87319075828425,213.048466312,25,5,8,3,384,"apin",1,0,0,0,2,0
"14616",17392,-3.54238578703016,271.976423568,22,4,12,2,57,"toluene",0,0,0,0,1,1
"14617",17393,-8.00682657988522,237.08485182,31,8,7,2,476,"decane",1,1,0,0,1,0
"14618",17394,-1.48727533001624,204.985866056,17,5,8,1,22,"toluene",0,1,1,0,0,0
"14619",17395,-5.84623716022767,267.022645488,27,7,10,3,158,"toluene",2,0,0,0,0,1
"14620",17396,-3.54479055145663,296.996824664,27,7,12,1,100,"toluene",0,2,0,1,0,1
"14621",17397,-2.49534689575588,281.997159012,25,6,11,0,54,"toluene",0,1,0,0,0,0
"14622",17398,-1.6041401454796,267.981508948,22,5,11,1,142,"toluene",0,1,0,0,1,0
"14623",17399,-2.18887027890404,207.074287136,27,7,6,1,72,"apin",0,1,0,0,1,0
"14624",17400,-7.0611505655564,281.001910044,26,7,11,3,52,"toluene",2,1,0,0,1,0
"14625",17401,-2.88116976998471,341.981902872,29,7,14,2,115,"toluene",2,1,0,1,0,0
"14626",17402,-1.54711370880492,266.98625998,23,6,11,2,268,"toluene",1,2,0,1,1,0
"14627",17403,-6.98086682896478,310.101230156,39,10,9,1,191,"decane",0,1,0,0,1,0
"14628",17404,-7.38271496897672,236.016831836,24,7,9,3,101,"toluene",1,1,0,0,0,2
"14629",17405,-3.03589342683362,266.98625998,23,6,11,2,397,"toluene",0,1,0,0,2,0
"14630",17407,-8.36372815617887,296.996824664,27,7,12,3,257,"toluene",2,0,1,1,0,0
"14631",17408,-10.277471062503,265.006995424,25,7,10,3,126,"toluene",1,0,0,0,0,2
"14632",17409,-5.29541311603441,312.991739284,28,7,13,3,370,"toluene",1,2,0,0,1,1
"14633",17411,-1.00841548460289,327.966252808,26,6,14,2,191,"toluene",2,0,0,2,0,0
"14634",17412,-1.93300012687454,296.049194584,32,8,10,1,110,"apin",1,0,0,1,0,0
"14635",17413,-3.04701466542731,142.026608672,16,6,4,1,10,"toluene",1,0,0,0,0,0
"14636",17414,-5.25341460492902,238.99134536,21,5,10,2,231,"toluene",0,0,1,0,1,0
"14637",17415,-5.23034216431057,236.089602852,32,9,7,2,114,"apin",0,1,0,0,2,0
"14638",17416,-5.71578886896893,314.059759268,35,8,11,2,359,"decane",1,0,0,1,1,0
"14639",17417,-8.08962041661678,267.059030996,31,8,9,2,358,"apin",0,1,0,0,2,0
"14640",17418,-9.14539515450813,263.100501884,35,10,7,2,467,"decane",1,1,1,0,0,0
"14641",17419,-3.51089359520398,312.007723696,29,7,12,1,195,"apin",0,1,0,1,1,0
"14642",17420,-4.59632845327908,249.048466312,28,8,8,1,83,"decane",0,2,0,0,0,1
"14643",17421,-5.75184457732825,248.975695296,20,6,10,2,23,"toluene",1,3,1,0,0,0
"14644",17422,-4.27924019603884,220.058302724,27,8,7,2,363,"apin",0,3,0,0,2,0
"14645",17423,-3.69465959506089,310.064844648,35,9,10,1,128,"apin",0,0,1,1,0,0
"14646",17424,-4.90439417129653,281.001910044,26,7,11,2,27,"toluene",0,0,0,1,1,1
"14647",17425,-1.44986520855728,325.986988252,28,7,13,1,191,"toluene",1,1,0,1,0,0
"14648",17426,-2.20425312836864,302.02337376,30,6,12,2,286,"apin",0,0,0,1,2,0
"14649",17427,-7.40874965434597,251.064116376,30,8,8,2,516,"decane",1,2,0,0,1,0
"14650",17428,-9.20234342415313,296.996824664,27,7,12,4,506,"toluene",2,1,1,0,1,0
"14651",17429,-8.11299319543962,356.033938444,36,9,13,2,584,"apin",1,2,0,1,1,0
"14652",17430,-4.72938855651206,195.00151612,18,4,8,3,112,"toluene",2,0,0,0,1,0
"14653",17431,-4.78193679634648,233.017166184,23,7,8,1,87,"toluene",0,1,0,0,1,0
"14654",17432,-10.7428509544378,299.012474728,29,7,12,4,331,"toluene",1,0,1,0,1,1
"14655",17433,-3.20820149453478,282.9811746,24,6,12,3,110,"toluene",2,1,0,0,0,1
"14656",17434,-2.08711403233518,309.992073632,27,7,12,1,300,"toluene",1,3,0,0,0,0
"14657",17435,-3.58170706843394,233.053551692,27,8,7,1,15,"apin",0,1,0,0,1,0
"14658",17436,-7.79953608669144,295.053945616,33,9,10,2,440,"decane",0,2,0,0,1,1
"14659",17437,-9.11801527237369,282.9811746,24,6,12,3,88,"toluene",1,1,0,0,1,1
"14660",17438,-8.25279772076784,310.101230156,39,10,9,2,514,"decane",2,1,0,0,0,0
"14661",17439,-10.0484171434824,249.996096392,23,7,10,2,61,"toluene",1,3,0,0,0,1
"14662",17440,-5.75870625668533,294.9811746,25,7,12,2,95,"toluene",0,1,0,1,1,1
"14663",17441,-0.96832148254704,220.980780676,18,5,9,1,16,"toluene",0,2,0,0,0,1
"14664",17442,-4.49306084160557,176.068473484,24,7,5,2,167,"decane",0,1,1,0,1,0
"14665",17443,-2.9085481819253,148.000787848,14,4,6,2,24,"toluene",0,1,1,0,1,0
"14666",17444,-3.56885831774758,249.121237328,36,10,6,1,121,"decane",0,1,0,0,1,0
"14667",17445,-3.28243216407471,306.069930028,35,10,9,0,96,"decane",0,3,0,0,0,0
"14668",17446,-8.60208688094921,251.027730868,26,7,9,2,103,"toluene",2,0,0,0,0,0
"14669",17447,-11.2063107799085,297.06959568,35,9,10,3,551,"apin",1,1,0,0,2,0
"14670",17449,-3.68951542869397,221.017166184,22,6,8,2,62,"toluene",1,1,1,0,0,0
"14671",17450,-5.31270924040106,356.033938444,36,9,13,2,399,"apin",1,1,0,1,0,1
"14672",17451,-4.09982092783953,282.9811746,24,6,12,2,213,"toluene",1,2,0,1,1,0
"14673",17452,-2.94572168932955,239.027730868,25,6,9,2,205,"toluene",1,0,0,0,1,0
"14674",17453,0.141622156583403,172.000787848,16,6,6,0,11,"toluene",0,1,0,0,0,0
"14675",17454,-4.78285417787377,249.012080804,24,7,9,2,53,"toluene",2,2,0,0,0,0
"14676",17455,-2.07770618309736,341.981902872,29,7,14,1,222,"toluene",0,1,0,1,1,0
"14677",17456,-4.87533267378593,207.00151612,19,5,8,2,102,"toluene",0,0,1,0,1,0
"14678",17458,-6.15911712967761,326.059759268,36,9,11,2,740,"apin",1,2,0,0,1,0
"14679",17460,-6.09029436453849,270.9811746,23,5,12,3,140,"toluene",0,0,0,0,1,2
"14680",17461,-9.28045595541755,297.105981188,39,10,9,3,645,"decane",1,1,0,0,2,0
"14681",17462,-6.86856362762239,267.022645488,27,7,10,3,235,"toluene",1,1,0,0,2,0
"14682",17465,-6.80903098028408,234.99643074,21,6,9,2,124,"toluene",0,0,2,0,0,0
"14683",17466,-8.27517182975648,312.044109204,33,8,11,2,124,"apin",0,0,0,0,1,1
"14684",17467,-8.17467261786278,237.012080804,23,6,9,3,256,"toluene",0,0,1,0,2,0
"14685",17468,-6.97800893700511,341.981902872,29,7,14,3,333,"toluene",1,0,2,1,0,0
"14686",17469,-7.37637130338668,237.012080804,23,6,9,4,31,"toluene",3,0,0,0,1,0
"14687",17470,-1.04577733366651,297.992073632,26,6,12,0,65,"toluene",0,2,0,1,0,0
"14688",17471,-2.85140422108703,329.981902872,28,6,14,2,372,"toluene",1,0,0,1,1,0
"14689",17473,-5.36452737720004,298.97608922,25,6,13,3,136,"toluene",1,0,1,1,0,1
"14690",17474,-8.14035236574726,257.001910044,24,5,11,4,407,"toluene",1,0,1,0,2,0
"14691",17475,-5.43852055279437,299.012474728,29,7,12,3,549,"toluene",2,0,0,1,1,0
"14692",17476,-2.15302886945154,295.976423568,24,6,12,2,70,"toluene",2,1,0,1,0,0
"14693",17478,-7.33920568405597,287.012474728,28,6,12,4,700,"toluene",2,0,0,1,2,0
"14694",17480,-2.71882844862294,313.986988252,27,6,13,2,259,"toluene",2,1,0,2,0,0
"14695",17481,-9.61126371288652,356.033938444,36,9,13,2,589,"apin",0,2,0,0,1,1
"14696",17482,-11.3409608575411,267.022645488,27,7,10,4,432,"toluene",2,0,1,0,1,0
"14697",17483,-3.4580689543268,308.049194584,33,9,10,1,57,"apin",0,0,1,1,0,0
"14698",17485,-4.41437372795914,190.011352532,19,6,7,2,98,"toluene",0,1,1,0,1,0
"14699",17486,-5.90779232840875,265.006995424,25,7,10,2,250,"toluene",0,2,0,0,2,0
"14700",17487,-6.06543565522851,359.992467556,32,7,15,3,339,"toluene",2,0,0,1,1,0
"14701",17488,-5.66474891194474,234.99643074,21,6,9,2,100,"toluene",0,1,1,0,1,0
"14702",17489,-9.09063804317537,297.06959568,35,9,10,3,204,"apin",0,1,0,0,3,0
"14703",17490,-1.81059128302175,272.012809076,26,5,11,2,214,"apin",1,0,0,1,1,0
"14704",17492,-3.56530708806688,324.044109204,34,9,11,1,193,"apin",1,2,0,1,0,0
"14705",17495,-8.47666176627887,224.016831836,23,6,9,4,280,"toluene",2,0,1,0,1,0
"14706",17496,-1.41826285627045,341.981902872,29,7,14,1,300,"toluene",0,1,0,1,1,0
"14707",17497,-8.18263075411355,313.986988252,27,6,13,3,174,"toluene",1,1,1,0,1,0
"14708",17499,-10.4057494243123,283.017560108,28,7,11,4,116,"toluene",3,0,0,0,0,1
"14709",17500,-2.00639621446575,282.03354452,29,7,10,1,32,"apin",0,0,0,1,1,0
"14710",17501,-1.32318670934551,219.00151612,20,6,8,1,50,"toluene",0,2,1,0,0,0
"14711",17502,-10.4845882858359,254.02739652,27,7,10,4,622,"toluene",2,1,0,0,2,0
"14712",17503,-5.38403860360001,295.053945616,33,9,10,2,203,"apin",0,1,0,1,2,0
"14713",17504,-2.01054819444305,311.971338188,25,6,13,1,23,"toluene",0,2,0,0,1,0
"14714",17505,-6.78117994805695,235.032816248,25,7,8,2,47,"apin",1,2,0,0,1,0
"14715",17507,-1.89449927016278,282.9811746,24,6,12,2,187,"toluene",2,1,0,1,0,0
"14716",17508,-2.2714781306635,234.99643074,21,6,9,2,81,"toluene",1,0,1,0,0,0
"14717",17509,-2.64976968341841,190.011352532,19,6,7,2,70,"toluene",1,1,0,0,1,0
"14718",17511,-5.28321587553759,277.07976644,34,10,8,1,289,"apin",0,1,0,0,1,0
"14719",17512,-0.977358102918966,267.981508948,22,5,11,0,29,"toluene",0,2,0,0,0,0
"14720",17513,-6.08333707933704,294.9811746,25,7,12,2,143,"toluene",1,1,0,0,0,1
"14721",17514,-8.73874489508952,206.006267152,20,6,8,3,180,"toluene",0,0,2,0,1,0
"14722",17515,-6.94007324253871,234.99643074,21,6,9,2,87,"toluene",0,0,1,0,1,0
"14723",17516,-2.20410949530443,174.089208928,26,8,4,1,39,"apin",0,0,0,0,1,0
"14724",17518,-2.86418189443605,266.98625998,23,6,11,2,226,"toluene",1,1,0,0,1,0
"14725",17519,-5.75554650217305,238.99134536,21,5,10,3,198,"toluene",1,1,1,0,1,0
"14726",17520,-4.08538209166349,338.059759268,37,10,11,1,37,"apin",0,1,0,1,1,0
"14727",17521,-6.4467780936593,293.07468106,35,10,9,2,488,"apin",1,3,0,0,1,0
"14728",17523,-7.25704254109021,237.996096392,22,6,10,3,247,"toluene",0,1,0,0,2,1
"14729",17524,-2.15814098918312,327.966252808,26,6,14,2,197,"toluene",1,1,0,1,1,0
"14730",17525,-1.00782084347061,247.069201756,30,9,7,2,57,"apin",1,1,1,0,0,0
"14731",17526,-7.16797995454241,297.992073632,26,6,12,3,30,"toluene",2,1,0,0,1,0
"14732",17527,-2.84516015360688,280.965524536,22,6,12,2,310,"toluene",0,3,1,1,1,0
"14733",17528,-5.89036665682381,262.99134536,23,7,10,2,300,"toluene",1,2,1,0,0,0
"14734",17529,-2.75417320105073,264.970609916,21,6,11,1,73,"toluene",0,2,0,0,0,1
"14735",17530,-5.45293913127862,342.054673888,37,9,12,2,417,"apin",0,0,1,1,1,0
"14736",17531,-2.9859440565646,233.126322708,35,10,5,1,112,"decane",1,1,0,0,0,0
"14737",17532,-4.20013956485523,338.059759268,37,10,11,1,339,"apin",0,2,0,0,1,0
"14738",17533,-7.51944595862073,251.027730868,26,7,9,3,68,"toluene",2,2,0,0,1,0
"14739",17534,-6.52636589945025,263.064116376,31,9,8,2,273,"apin",1,2,1,0,0,0
"14740",17535,-5.06608212205286,298.02845914,30,7,11,2,296,"apin",1,0,1,1,0,0
"14741",17536,-8.74410920804913,252.011746456,25,7,10,4,1212,"toluene",2,3,0,0,2,0
"14742",17538,-2.08328800925795,192.027002596,21,6,7,2,26,"toluene",0,1,0,0,1,1
"14743",17539,-1.41692688076858,279.059030996,32,9,9,1,27,"apin",0,1,0,0,0,1
"14744",17540,-7.94991911261824,324.080494712,38,10,10,1,327,"decane",0,2,0,0,1,0
"14745",17542,-6.79000563637777,234.001181772,22,7,9,2,89,"toluene",1,1,0,0,0,1
"14746",17546,-2.13666822202525,327.966252808,26,6,14,2,200,"toluene",2,0,0,1,0,0
"14747",17548,-6.54740542359547,293.07468106,35,10,9,2,52,"apin",0,1,0,0,1,1
"14748",17550,-3.9175359109099,298.02845914,30,7,11,2,298,"apin",1,1,0,0,0,1
"14749",17552,-3.88983220264393,297.992073632,26,6,12,1,55,"toluene",0,1,0,0,0,1
"14750",17554,-0.0212936224562656,219.00151612,20,6,8,1,42,"toluene",1,2,0,0,0,0
"14751",17555,-3.91754130441297,268.054279964,30,7,9,1,137,"apin",0,0,0,0,1,0
"14752",17556,-9.02336108569139,194.079038168,27,7,6,3,243,"decane",1,0,0,0,1,1
"14753",17557,-5.33365869051395,286.97608922,24,5,13,3,76,"toluene",1,0,0,1,1,1
"14754",17558,-3.512626562077,308.049194584,33,9,10,1,67,"apin",0,2,0,0,1,0
"14755",17560,-8.15563217829116,281.001910044,26,7,11,3,301,"toluene",1,0,2,0,0,0
"14756",17561,-4.11573800084654,234.99643074,21,6,9,2,10,"toluene",1,1,0,0,1,0
"14757",17562,-9.45068216797875,312.991739284,28,7,13,3,469,"toluene",1,1,0,1,1,1
"14758",17563,-7.50632675234267,207.985531708,18,5,9,3,44,"toluene",0,1,0,0,1,2
"14759",17564,-1.33689109316761,193.022251564,20,5,7,2,71,"toluene",2,0,0,0,0,0
"14760",17565,-5.17353263979021,265.006995424,25,7,10,2,289,"toluene",1,1,0,0,1,0
"14761",17566,-9.80316781625511,280.079432092,35,10,9,4,643,"apin",2,1,0,0,2,0
"14762",17567,-8.33203164826068,283.017560108,28,7,11,3,549,"toluene",1,1,1,0,1,0
"14763",17568,-3.97031701170226,329.981902872,28,6,14,2,373,"toluene",1,1,1,1,0,0
"14764",17569,-5.64627133317837,312.991739284,28,7,13,3,410,"toluene",1,0,1,1,1,0
"14765",17570,-9.88829451987667,354.054673888,38,10,12,2,439,"apin",1,1,0,0,0,1
"14766",17574,-2.63194461845429,199.995702468,18,7,7,1,55,"toluene",0,4,1,0,0,0
"14767",17575,-5.9189958426096,210.001181772,20,5,9,3,375,"toluene",0,0,1,0,2,0
"14768",17576,-8.05521651267741,255.022645488,26,6,10,3,117,"toluene",1,0,0,0,1,1
"14769",17577,-8.65061909483769,298.97608922,25,6,13,3,117,"toluene",1,0,0,0,0,2
"14770",17578,-9.78622755484265,326.096144776,40,10,10,2,441,"decane",1,1,0,0,1,0
"14771",17579,-4.12677481572404,296.996824664,27,7,12,1,114,"toluene",0,2,0,1,0,1
"14772",17581,-6.39525028827773,310.97608922,26,7,13,3,321,"toluene",3,2,0,1,0,0
"14773",17583,-3.45374698412439,311.971338188,25,6,13,3,8,"toluene",2,2,0,0,1,0
"14774",17584,-4.74422716898439,292.090665472,36,10,8,1,88,"apin",1,0,0,0,0,0
"14775",17585,-4.10151292799924,357.976817492,30,7,15,2,236,"toluene",1,2,0,1,1,0
"14776",17587,-7.347741085639,331.961167428,26,5,15,3,545,"toluene",1,0,1,1,1,0
"14777",17589,-5.77427618340248,237.012080804,23,6,9,2,154,"toluene",1,2,0,0,1,0
"14778",17590,-9.60492104144014,328.002638316,30,7,13,3,276,"toluene",2,1,1,0,0,0
"14779",17591,-4.70631948106495,269.001910044,25,6,11,2,121,"toluene",0,1,0,0,1,1
"14780",17592,-6.23935415731301,341.981902872,29,7,14,2,70,"toluene",1,1,0,0,0,1
"14781",17593,-11.412163661026,283.017560108,28,7,11,4,690,"toluene",2,1,0,0,2,0
"14782",17594,-5.42630924041493,308.085580092,37,10,9,2,26,"apin",1,0,0,0,1,0
"14783",17595,-7.28997232118049,312.991739284,28,7,13,3,378,"toluene",1,1,1,0,0,1
"14784",17596,-6.48351447773686,180.027002596,20,5,7,3,175,"toluene",1,0,1,0,1,0
"14785",17597,-7.97180610311998,287.012474728,28,6,12,4,726,"toluene",2,0,0,1,2,0
"14786",17598,-4.19536900575126,296.996824664,27,7,12,2,69,"toluene",1,1,0,1,1,0
"14787",17599,-7.9759661166364,308.085580092,37,10,9,1,313,"apin",1,1,0,0,0,0
"14788",17600,-1.57781899126403,232.980780676,19,6,9,1,12,"toluene",0,3,0,0,1,0
"14789",17602,-7.82014884060919,249.012080804,24,7,9,2,75,"toluene",1,2,0,0,0,1
"14790",17603,-5.56406636850954,296.996824664,27,7,12,2,234,"toluene",0,0,0,1,2,0
"14791",17604,-6.38706929582463,309.992073632,27,7,12,2,22,"toluene",1,1,0,0,1,0
"14792",17605,-7.7368962131759,186.016437912,19,7,6,2,18,"toluene",0,1,2,0,0,0
"14793",17606,-6.29710262688131,294.9811746,25,7,12,2,61,"toluene",1,1,0,1,0,1
"14794",17607,-7.716307571018,237.012080804,23,6,9,3,95,"toluene",2,0,1,0,0,0
"14795",17608,-8.26980324176408,267.022645488,27,7,10,3,274,"toluene",3,0,0,0,0,0
"14796",17610,-7.71038379793164,251.100501884,34,9,7,2,378,"decane",1,1,0,0,1,0
"14797",17611,-0.792603352973225,238.99134536,21,5,10,2,9,"toluene",1,1,0,0,0,1
"14798",17612,-9.10970041326157,234.001181772,22,7,9,3,327,"toluene",0,0,2,0,1,0
"14799",17613,-5.6718504280045,282.9811746,24,6,12,3,239,"toluene",1,2,0,0,2,0
"14800",17614,-11.1223032568662,312.991739284,28,7,13,4,406,"toluene",3,0,1,1,0,0
"14801",17615,-1.92918667529333,327.966252808,26,6,14,1,202,"toluene",0,0,0,2,1,0
"14802",17616,-6.3150168716373,312.007723696,29,7,12,2,183,"toluene",1,1,1,0,0,0
"14803",17618,-14.5547611586442,264.084517472,34,10,8,4,1024,"apin",2,2,1,0,1,0
"14804",17619,-3.70923273039577,231.00151612,21,7,8,1,37,"toluene",0,1,1,0,0,0
"14805",17620,-10.2455120954398,224.016831836,23,6,9,4,268,"toluene",2,0,1,0,1,0
"14806",17621,-0.0489056235174605,267.981508948,22,5,11,1,10,"toluene",1,2,0,0,0,0
"14807",17622,-4.40851040990085,266.98625998,23,6,11,2,63,"toluene",1,1,0,0,0,1
"14808",17623,-9.24572193585962,296.996824664,27,7,12,2,248,"toluene",0,0,0,1,2,0
"14809",17624,-8.63236949923884,237.996096392,22,6,10,3,177,"toluene",2,1,0,0,0,1
"14810",17625,-5.07614269253865,282.9811746,24,6,12,3,660,"toluene",1,2,1,1,1,0
"14811",17626,-3.62569917153306,234.99643074,21,6,9,2,9,"toluene",1,2,0,0,1,0
"14812",17628,-8.09933326641513,284.996824664,26,6,12,5,977,"toluene",3,1,1,0,1,0
"14813",17629,-4.23105523804054,291.059030996,33,10,9,1,204,"apin",0,2,0,0,0,1
"14814",17630,-4.28315503061225,202.011352532,20,7,7,2,20,"toluene",1,3,0,0,1,0
"14815",17631,-13.7780141462106,208.021917216,22,6,8,4,240,"toluene",2,0,1,0,1,0
"14816",17632,-4.4875161034591,191.990617088,17,5,8,2,49,"toluene",0,2,1,0,1,0
"14817",17633,-6.13983229773237,237.048466312,27,7,8,2,438,"decane",0,1,1,0,1,0
"14818",17635,-4.03888758459,236.016831836,24,7,9,3,390,"toluene",2,1,0,0,1,0
"14819",17636,-4.2983143092271,278.98625998,24,7,11,1,131,"toluene",0,4,0,0,1,0
"14820",17637,-9.20561541301847,269.001910044,25,6,11,4,431,"toluene",2,0,0,0,1,1
"14821",17638,-8.36319881754391,296.996824664,27,7,12,3,240,"toluene",1,0,0,0,1,1
"14822",17639,-6.27049562655913,249.012080804,24,7,9,2,40,"toluene",0,0,1,0,0,1
"14823",17640,-5.1102480305728,266.98625998,23,6,11,2,242,"toluene",0,0,1,0,1,0
"14824",17641,-8.36209182187018,283.017560108,28,7,11,3,349,"toluene",2,0,0,0,1,0
"14825",17642,-4.14439529590206,266.98625998,23,6,11,2,141,"toluene",1,1,0,1,1,0
"14826",17643,-1.91748472869163,280.965524536,22,6,12,1,7,"toluene",0,1,0,1,1,0
"14827",17644,-9.19336879633993,190.011352532,19,6,7,3,42,"toluene",2,1,1,0,0,0
"14828",17645,-4.71109802273429,280.054279964,31,8,9,1,161,"apin",0,0,1,0,0,0
"14829",17646,-5.69740659990768,272.996824664,25,5,12,4,786,"toluene",1,1,0,0,2,1
"14830",17647,-2.59721518571861,207.037901628,23,6,7,1,107,"apin",0,2,0,0,1,0
"14831",17649,-4.9039818685353,253.043380932,28,7,9,2,356,"apin",0,2,0,0,2,0
"14832",17650,-5.56841030915521,220.094688232,31,9,6,2,118,"apin",1,1,0,0,1,0
"14833",17651,-7.0938663471256,239.027730868,25,6,9,3,131,"toluene",2,0,0,0,1,0
"14834",17652,-7.28259007394149,309.992073632,27,7,12,2,302,"toluene",0,0,1,0,1,0
"14835",17653,-5.49142130630996,174.016437912,18,6,6,2,43,"toluene",0,0,1,0,1,0
"14836",17656,-6.08213983171287,249.012080804,24,7,9,2,256,"toluene",1,2,1,0,0,0
"14837",17657,-6.48538411465854,266.98625998,23,6,11,2,88,"toluene",0,2,1,0,1,0
"14838",17658,-8.56408712733631,300.991739284,27,6,13,3,400,"toluene",0,1,1,0,1,1
"14839",17660,-9.21897645225793,236.016831836,24,7,9,3,235,"toluene",1,0,1,0,1,0
"14840",17661,-5.8318135619184,236.016831836,24,7,9,3,291,"toluene",2,1,0,0,1,0
"14841",17663,-0.873793558482682,191.0066015,18,5,7,1,15,"apin",0,2,0,0,1,0
"14842",17664,-4.71971798883732,297.992073632,26,6,12,4,277,"toluene",3,0,1,0,0,0
"14843",17665,-9.19354769395683,208.058302724,26,7,7,3,578,"apin",0,1,1,0,2,0
"14844",17666,-4.07292149250615,251.064116376,30,8,8,1,63,"apin",0,1,0,0,1,0
"14845",17667,-5.96741230251894,309.992073632,27,7,12,2,208,"toluene",0,0,1,0,1,0
"14846",17668,-12.2235707884395,271.017560108,27,6,11,5,120,"toluene",4,0,0,0,1,0
"14847",17669,-4.00792185091352,313.986988252,27,6,13,2,243,"toluene",2,0,0,1,0,0
"14848",17670,-4.75048502129764,234.073952788,30,9,7,3,93,"apin",1,1,0,0,1,1
"14849",17671,-7.91876269808821,370.049588508,39,10,13,2,258,"apin",0,1,0,1,2,0
"14850",17672,-8.32087396844849,309.992073632,27,7,12,2,86,"toluene",1,1,0,1,1,0
"14851",17673,-8.2292716714268,299.012474728,29,7,12,3,715,"toluene",0,1,1,0,2,0
"14852",17675,-5.88302955696826,235.105587264,33,9,6,2,416,"decane",2,0,0,0,0,0
"14853",17676,-4.74053182530739,342.054673888,37,9,12,2,531,"apin",0,2,0,0,2,0
"14854",17677,-5.16522573898932,253.006995424,24,6,10,2,266,"toluene",0,1,1,0,1,0
"14855",17678,-4.47753564280547,174.016437912,18,6,6,2,22,"toluene",1,2,1,0,0,0
"14856",17679,-10.2168969081882,267.022645488,27,7,10,3,907,"apin",1,0,1,0,1,0
"14857",17680,-4.1742003474772,281.07468106,34,9,9,3,142,"apin",1,0,0,0,1,1
